Day;Titik;ADCpHTanah;pHTanah;ADCKelembabanTanah ;KelembabanTanah;SuhuUdara;KelembabanUdara;Label;pHTanah
2;3;245;5.01;519;49;35;42;Ya;5,01
2;3;246;5.01;520;49;35;42;Ya;5,01
2;3;246;5.01;520;49;35;42;Ya;5,01
2;3;246;5.01;520;49;35;43;Ya;5,01
2;3;245;5.01;520;49;35;43;Ya;5,01
2;3;246;5.01;520;49;35;43;Ya;5,01
2;3;245;5.01;520;49;35;43;Ya;5,01
2;3;246;5.01;520;49;35;43;Ya;5,01
2;3;245;5.01;520;49;35;43;Ya;5,01
2;3;246;5.01;521;49;35;43;Ya;5,01
2;3;245;5.02;521;49;35;43;Ya;5,02
2;3;246;5.03;521;49;35;43;Ya;5,03
2;3;246;5.04;521;49;35;43;Ya;5,04
2;3;246;5.05;521;49;35;43;Ya;5,05
2;3;246;5.06;521;49;35;43;Ya;5,06
2;3;246;5.07;522;49;35;43;Ya;5,07
2;3;246;5.01;521;49;35;43;Ya;5,01
2;4;246;4.37;522;49;35;48;Tidak;4,37
2;4;246;4.37;522;49;35;48;Tidak;4,37
2;4;247;4.35;522;49;35;48;Tidak;4,35
2;4;246;4.37;521;49;35;48;Tidak;4,37
2;4;247;4.35;522;49;35;47;Tidak;4,35
2;4;246;4.37;522;49;35;47;Tidak;4,37
2;4;246;4.37;522;49;35;47;Tidak;4,37
2;4;246;4.37;522;49;35;47;Tidak;4,37
2;4;246;4.37;523;49;35;46;Tidak;4,37
2;4;246;4.37;522;49;35;46;Tidak;4,37
2;4;246;4.37;523;49;35;46;Tidak;4,37
2;4;246;4.37;523;49;35;46;Tidak;4,37
2;4;246;4.37;523;49;35;45;Tidak;4,37
2;4;246;4.37;523;49;35;45;Tidak;4,37
2;4;246;4.37;523;49;35;45;Tidak;4,37
2;4;246;4.37;523;49;35;45;Tidak;4,37
2;4;246;4.37;524;49;35;45;Tidak;4,37
2;4;246;4.37;524;49;35;45;Tidak;4,37
2;4;246;4.37;525;49;36;45;Tidak;4,37
2;4;246;4.37;524;49;36;45;Tidak;4,37
2;4;246;4.37;525;49;36;46;Tidak;4,37
2;4;246;4.37;525;49;36;46;Tidak;4,37
2;4;247;4.35;525;49;36;46;Tidak;4,35
2;4;245;4.38;525;49;36;46;Tidak;4,38
2;4;246;4.37;525;49;36;46;Tidak;4,37
2;4;246;4.37;525;49;36;46;Tidak;4,37
2;4;246;4.37;526;49;36;46;Tidak;4,37
2;4;246;4.37;526;49;36;46;Tidak;4,37
2;4;246;4.37;526;49;36;46;Tidak;4,37
2;4;245;4.38;526;49;36;46;Tidak;4,38
2;4;246;4.37;526;49;36;46;Tidak;4,37
2;4;245;4.38;526;49;36;46;Tidak;4,38
2;4;246;4.37;526;49;36;46;Tidak;4,37
2;4;246;4.37;526;49;36;46;Tidak;4,37
2;4;246;4.37;527;48;36;47;Tidak;4,37
2;4;246;4.37;527;48;36;47;Tidak;4,37
2;4;246;4.37;527;48;36;47;Tidak;4,37
2;4;246;4.37;527;48;36;47;Tidak;4,37
2;4;246;4.37;527;48;36;47;Tidak;4,37
2;4;246;4.37;527;48;36;47;Tidak;4,37
2;4;246;4.37;528;48;36;47;Tidak;4,37
2;4;245;4.38;527;48;36;47;Tidak;4,38
2;4;246;4.37;528;48;36;47;Tidak;4,37
2;4;245;4.38;527;48;36;47;Tidak;4,38
2;4;247;4.35;528;48;36;47;Tidak;4,35
2;4;246;4.37;528;48;36;47;Tidak;4,37
2;4;246;4.37;528;48;36;48;Tidak;4,37
2;4;246;4.37;528;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;528;48;36;48;Tidak;4,37
2;4;246;4.37;528;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;530;48;36;48;Tidak;4,37
2;4;246;4.37;529;48;36;48;Tidak;4,37
2;4;246;4.37;530;48;36;48;Tidak;4,37
2;4;246;4.37;530;48;36;48;Tidak;4,37
2;4;246;4.37;530;48;36;47;Tidak;4,37
2;4;246;4.37;530;48;36;47;Tidak;4,37
2;4;246;4.37;530;48;36;47;Tidak;4,37
2;4;246;4.37;530;48;36;47;Tidak;4,37
2;4;246;4.37;530;48;36;47;Tidak;4,37
2;4;246;4.37;530;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;245;4.38;531;48;36;47;Tidak;4,38
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;530;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;246;4.37;531;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;246;4.37;533;48;36;47;Tidak;4,37
2;4;246;4.37;532;48;36;47;Tidak;4,37
2;4;247;4.35;533;48;36;47;Tidak;4,35
2;4;246;4.37;533;48;36;47;Tidak;4,37
2;4;247;4.35;533;48;36;47;Tidak;4,35
2;4;246;4.37;533;48;36;47;Tidak;4,37
2;4;247;4.35;533;48;36;47;Tidak;4,35
2;4;246;4.37;533;48;36;47;Tidak;4,37
2;4;246;4.37;534;48;36;47;Tidak;4,37
2;4;246;4.37;533;48;36;47;Tidak;4,37
2;4;246;4.37;534;48;35;47;Tidak;4,37
2;4;246;4.37;534;48;35;47;Tidak;4,37
2;4;246;4.37;534;48;35;47;Tidak;4,37
2;4;246;4.37;534;48;35;47;Tidak;4,37
2;4;246;4.37;534;48;35;47;Tidak;4,37
2;4;246;4.37;534;48;35;47;Tidak;4,37
2;4;246;4.37;534;48;35;47;Tidak;4,37
2;4;247;4.35;534;48;35;47;Tidak;4,35
2;4;246;4.37;535;48;35;48;Tidak;4,37
2;4;246;4.37;534;48;35;48;Tidak;4,37
2;4;246;4.37;535;48;35;48;Tidak;4,37
2;4;246;4.37;535;48;35;48;Tidak;4,37
2;4;246;4.37;535;48;35;48;Tidak;4,37
2;4;246;4.37;535;48;35;48;Tidak;4,37
2;4;246;4.37;535;48;35;48;Tidak;4,37
2;4;245;4.38;535;48;35;48;Tidak;4,38
2;4;246;4.37;535;48;35;48;Tidak;4,37
2;4;245;4.38;535;48;35;48;Tidak;4,38
2;4;246;4.37;536;48;35;49;Tidak;4,37
2;4;246;4.37;535;48;35;49;Tidak;4,37
2;4;246;4.37;536;48;35;49;Tidak;4,37
2;4;245;4.38;536;48;35;49;Tidak;4,38
2;4;246;4.37;536;48;35;49;Tidak;4,37
2;4;245;4.38;536;48;35;49;Tidak;4,38
2;4;246;4.37;536;48;35;49;Tidak;4,37
2;4;245;4.38;536;48;35;49;Tidak;4,38
2;4;246;4.37;536;48;35;49;Tidak;4,37
2;4;245;4.38;536;48;35;49;Tidak;4,38
2;4;246;4.37;536;48;35;49;Tidak;4,37
2;4;246;4.37;536;48;35;49;Tidak;4,37
2;4;247;4.35;536;48;35;48;Tidak;4,35
2;4;245;4.38;536;48;35;48;Tidak;4,38
2;4;246;4.37;537;48;35;48;Tidak;4,37
2;4;247;4.35;537;48;35;48;Tidak;4,35
2;4;246;4.37;537;48;35;47;Tidak;4,37
2;4;246;4.37;537;48;35;47;Tidak;4,37
2;4;246;4.37;537;48;35;47;Tidak;4,37
2;4;246;4.37;538;47;35;47;Tidak;4,37
2;4;245;4.38;537;48;35;47;Tidak;4,38
2;4;246;4.37;537;48;35;47;Tidak;4,37
2;4;246;4.37;538;47;35;47;Tidak;4,37
2;4;246;4.37;537;48;35;47;Tidak;4,37
2;4;246;4.37;538;47;35;47;Tidak;4,37
2;4;246;4.37;538;47;35;47;Tidak;4,37
2;4;246;4.37;538;47;35;47;Tidak;4,37
2;4;245;4.38;538;47;35;47;Tidak;4,38
2;4;155;5.63;905;12;32;50;Ya;5,63
2;4;156;5.62;905;12;32;50;Ya;5,62
2;4;157;5.6;904;12;32;50;Ya;5,60
2;4;156;5.62;904;12;32;50;Ya;5,62
2;4;157;5.6;903;12;32;50;Ya;5,60
2;4;157;5.6;902;12;32;50;Ya;5,60
2;4;158;5.59;902;12;32;50;Ya;5,59
2;4;158;5.59;902;12;32;50;Ya;5,59
2;4;158;5.59;902;12;32;50;Ya;5,59
2;4;159;5.57;901;12;32;50;Ya;5,57
2;5;158;5.59;902;12;32;46;Ya;5,59
2;5;158;5.59;902;12;32;46;Ya;5,59
2;5;159;5.57;901;12;32;46;Ya;5,57
2;5;159;5.57;901;12;32;46;Ya;5,57
2;5;160;5.56;901;12;32;46;Ya;5,56
2;5;160;5.56;900;12;32;46;Ya;5,56
2;5;160;5.56;900;12;32;46;Ya;5,56
2;5;161;5.55;898;12;32;46;Ya;5,55
2;5;162;5.53;898;12;32;46;Ya;5,53
2;5;157;5.6;896;12;32;46;Ya;5,60
2;5;67;6.85;930;9;32;46;Tidak;6,85
2;5;104;6.3;894;13;32;46;Ya;6,30
2;5;130;5.98;883;14;32;46;Ya;5,98
2;5;40;7.23;1017;1;32;46;Tidak;7,23
2;5;31;7.35;1017;1;32;46;Tidak;7,35
2;5;27;7.41;1017;1;32;46;Tidak;7,41
2;5;108;6.28;930;9;32;46;Ya;6,28
2;5;224;4.67;626;39;30;46;Ya;4,67
2;5;244;4.39;603;41;30;46;Ya;4,39
2;5;245;4.38;604;41;30;46;Ya;4,38
2;5;246;4.37;604;41;30;45;Ya;4,37
2;5;246;4.37;606;41;30;45;Ya;4,37
2;5;247;4.35;606;41;30;45;Ya;4,35
2;5;247;4.35;608;41;30;45;Ya;4,35
2;5;249;4.32;608;41;30;45;Ya;4,32
2;5;249;4.32;610;40;30;45;Ya;4,32
2;5;249;4.32;612;40;30;45;Ya;4,32
2;5;249;4.32;614;40;30;45;Ya;4,32
2;5;250;4.31;615;40;30;45;Ya;4,31
2;5;250;4.31;617;40;30;45;Ya;4,31
2;5;250;4.31;619;39;30;45;Ya;4,31
2;5;250;4.31;620;39;30;45;Ya;4,31
2;5;251;4.3;621;39;30;45;Ya;4,30
2;5;251;4.3;623;39;30;45;Ya;4,30
2;5;251;4.3;625;39;30;45;Ya;4,30
2;5;251;4.3;625;39;30;45;Ya;4,30
2;5;251;4.3;627;39;30;45;Ya;4,30
2;5;252;4.28;627;39;30;45;Ya;4,28
2;5;252;4.28;628;39;30;45;Ya;4,28
2;5;252;4.28;629;39;30;45;Ya;4,28
2;5;253;4.27;630;38;30;45;Ya;4,27
2;5;252;4.28;631;38;30;45;Ya;4,28
2;5;253;4.27;631;38;30;45;Ya;4,27
2;5;253;4.27;632;38;30;45;Ya;4,27
2;5;253;4.27;633;38;30;45;Ya;4,27
2;5;253;4.27;633;38;30;45;Ya;4,27
2;5;253;4.27;633;38;30;45;Ya;4,27
2;5;253;4.27;635;38;30;45;Ya;4,27
2;5;253;4.27;635;38;30;45;Ya;4,27
2;5;253;4.27;636;38;30;45;Ya;4,27
2;5;253;4.27;638;38;30;45;Ya;4,27
2;5;253;4.27;638;38;30;45;Ya;4,27
2;5;254;4.25;637;38;30;45;Ya;4,25
2;5;253;4.27;639;38;30;45;Ya;4,27
2;5;254;4.25;640;37;30;45;Ya;4,25
2;5;253;4.27;640;37;30;45;Ya;4,27
2;5;254;4.25;641;37;30;46;Ya;4,25
2;5;254;4.25;642;37;30;46;Ya;4,25
2;5;254;4.25;642;37;30;46;Ya;4,25
2;5;254;4.25;643;37;30;46;Ya;4,25
2;5;254;4.25;644;37;30;46;Ya;4,25
2;5;254;4.25;644;37;30;46;Ya;4,25
2;5;254;4.25;645;37;30;47;Ya;4,25
2;5;254;4.25;645;37;30;47;Ya;4,25
2;5;254;4.25;646;37;30;47;Ya;4,25
2;5;254;4.25;646;37;30;47;Ya;4,25
2;5;254;4.25;646;37;30;47;Ya;4,25
2;5;117;6.16;718;30;33;47;Ya;6,16
2;5;122;6.09;716;30;33;48;Ya;6,09
2;5;203;4.96;603;41;33;48;Tidak;4,96
2;5;228;4.62;613;40;33;48;Tidak;4,62
2;5;232;4.56;616;40;33;48;Tidak;4,56
2;5;235;4.52;620;39;33;48;Tidak;4,52
2;5;235;4.52;621;39;33;48;Tidak;4,52
2;5;237;4.49;622;39;33;49;Tidak;4,49
2;5;237;4.49;623;39;33;49;Tidak;4,49
2;5;239;4.46;624;39;33;49;Tidak;4,46
2;5;134;5.92;725;29;33;49;Ya;5,92
2;5;195;5.07;609;40;33;49;Ya;5,07
2;5;280;3.89;713;30;33;49;Tidak;3,89
2;5;107;6.3;721;30;33;49;Ya;6,30
2;5;212;4.84;654;36;33;49;Tidak;4,84
2;5;226;4.64;619;39;33;49;Tidak;4,64
2;5;235;4.52;624;39;33;49;Tidak;4,52
2;5;239;4.46;625;39;33;49;Tidak;4,46
2;5;240;4.45;627;39;33;49;Tidak;4,45
2;5;242;4.42;629;39;33;49;Tidak;4,42
2;5;243;4.41;631;38;33;49;Tidak;4,41
2;5;243;4.41;633;38;33;49;Tidak;4,41
2;5;244;4.39;633;38;33;49;Tidak;4,39
2;5;246;4.37;634;38;33;49;Tidak;4,37
2;5;245;4.38;635;38;33;49;Tidak;4,38
2;5;247;4.35;636;38;33;49;Tidak;4,35
2;5;247;4.35;636;38;33;49;Tidak;4,35
2;5;248;4.34;637;38;33;49;Tidak;4,34
2;5;248;4.34;638;38;33;49;Tidak;4,34
2;5;249;4.32;638;38;33;49;Tidak;4,32
2;5;249;4.32;639;38;33;49;Tidak;4,32
2;5;111;6.24;939;8;33;49;Ya;6,24
2;5;86;6.59;941;8;33;49;Tidak;6,59
2;5;180;5.28;738;28;33;49;Ya;5,28
2;5;190;5.14;779;24;33;49;Ya;5,14
2;5;194;5.09;783;23;33;49;Ya;5,09
2;5;196;5.06;785;23;33;49;Ya;5,06
2;5;198;5.03;786;23;33;49;Ya;5,03
2;5;198;5.03;787;23;33;49;Ya;5,03
2;5;111;6.24;950;7;33;49;Ya;6,24
2;5;70;6.81;948;7;33;49;Tidak;6,81
2;5;89;6.55;971;5;33;49;Tidak;6,55
2;5;55;7.02;976;5;33;49;Tidak;7,02
2;5;57;6.99;1017;1;33;49;Tidak;6,99
2;5;65;6.88;954;7;33;49;Tidak;6,88
2;5;39;7.24;1018;0;33;48;Tidak;7,24
2;5;36;7.28;1018;0;33;48;Tidak;7,28
2;5;33;7.33;1017;1;33;48;Tidak;7,33
2;5;32;7.34;1017;1;33;48;Tidak;7,34
2;5;31;7.35;1016;1;33;48;Tidak;7,35
2;5;30;7.37;1016;1;33;48;Tidak;7,37
2;5;109;6.27;844;17;33;48;Ya;6,27
2;5;93;6.49;928;9;33;48;Tidak;6,49
2;5;98;6.42;930;9;33;47;Tidak;6,42
2;5;100;6.4;930;9;33;47;Tidak;6,40
2;5;103;6.3;930;9;33;48;Ya;6,30
2;5;103;6.3;930;9;33;48;Ya;6,30
2;5;105;6.3;929;9;33;47;Ya;6,30
2;5;108;6.28;929;9;33;47;Ya;6,28
2;5;108;6.28;929;9;33;47;Ya;6,28
2;5;108;6.28;929;9;33;47;Ya;6,28
2;5;110;6.26;929;9;33;47;Ya;6,26
2;5;109;6.27;929;9;33;47;Ya;6,27
2;5;110;6.26;928;9;33;47;Ya;6,26
2;5;111;6.24;928;9;33;47;Ya;6,24
2;5;111;6.24;928;9;33;47;Ya;6,24
2;5;111;6.24;929;9;33;47;Ya;6,24
2;5;112;6.23;929;9;33;47;Ya;6,23
2;5;112;6.23;928;9;33;47;Ya;6,23
2;5;113;6.21;929;9;33;47;Ya;6,21
2;5;113;6.21;928;9;33;47;Ya;6,21
2;5;113;6.21;929;9;33;47;Ya;6,21
2;5;113;6.21;929;9;33;47;Ya;6,21
2;5;113;6.21;929;9;33;47;Ya;6,21
2;5;113;6.21;929;9;33;47;Ya;6,21
2;5;114;6.2;930;9;33;47;Ya;6,20
2;5;113;6.21;930;9;33;47;Ya;6,21
2;5;114;6.2;929;9;33;47;Ya;6,20
2;5;114;6.2;930;9;33;47;Ya;6,20
2;5;115;6.19;929;9;33;47;Ya;6,19
2;5;114;6.2;930;9;33;47;Ya;6,20
2;5;115;6.19;930;9;30;47;Ya;6,19
2;6;114;6.2;930;9;33;47;Ya;6,20
2;6;114;6.2;930;9;33;47;Ya;6,20
2;6;115;6.19;930;9;33;47;Ya;6,19
2;6;115;6.19;930;9;33;47;Ya;6,19
2;6;115;6.19;931;9;33;47;Ya;6,19
2;6;115;6.19;930;9;33;48;Ya;6,19
2;6;115;6.19;931;9;33;48;Ya;6,19
2;6;115;6.19;931;9;33;48;Ya;6,19
2;6;115;6.19;931;9;33;48;Ya;6,19
2;6;116;6.17;930;9;33;48;Ya;6,17
2;6;116;6.17;931;9;33;48;Ya;6,17
2;6;116;6.17;931;9;33;48;Ya;6,17
2;6;116;6.17;931;9;33;48;Ya;6,17
2;6;116;6.17;931;9;33;48;Ya;6,17
2;6;116;6.17;931;9;33;48;Ya;6,17
2;6;116;6.17;931;9;33;47;Ya;6,17
2;6;116;6.17;931;9;33;47;Ya;6,17
2;6;116;6.17;931;9;33;46;Ya;6,17
2;6;115;6.19;932;9;33;46;Ya;6,19
2;6;116;6.17;932;9;33;46;Ya;6,17
2;6;115;6.19;932;9;33;46;Ya;6,19
2;6;116;6.17;932;9;33;45;Ya;6,17
2;6;115;6.19;933;9;33;45;Ya;6,19
2;6;115;6.19;933;9;33;45;Ya;6,19
2;6;115;6.19;933;9;33;45;Ya;6,19
2;6;116;6.17;933;9;33;45;Ya;6,17
2;6;115;6.19;932;9;33;45;Ya;6,19
2;6;116;6.17;932;9;33;45;Ya;6,17
2;6;115;6.19;933;9;33;45;Ya;6,19
2;6;116;6.17;933;9;33;45;Ya;6,17
2;6;116;6.17;933;9;33;45;Ya;6,17
2;6;116;6.17;933;9;33;45;Ya;6,17
2;6;116;6.17;933;9;33;45;Ya;6,17
2;6;116;6.17;933;9;33;46;Ya;6,17
2;6;115;6.19;934;9;33;46;Ya;6,19
2;6;116;6.17;934;9;33;47;Ya;6,17
2;6;115;6.19;934;9;33;47;Ya;6,19
2;6;116;6.17;934;9;33;47;Ya;6,17
2;6;115;6.19;934;9;33;47;Ya;6,19
2;6;116;6.17;934;9;33;48;Ya;6,17
2;6;115;6.19;934;9;33;48;Ya;6,19
2;6;116;6.17;934;9;33;48;Ya;6,17
2;6;115;6.19;934;9;33;48;Ya;6,19
2;6;116;6.17;934;9;33;49;Ya;6,17
2;6;115;6.19;934;9;33;49;Ya;6,19
2;6;116;6.17;935;9;33;49;Ya;6,17
2;6;115;6.19;935;9;33;49;Ya;6,19
2;6;116;6.17;935;9;33;49;Ya;6,17
2;6;115;6.19;935;9;33;49;Ya;6,19
2;6;116;6.17;935;9;33;48;Ya;6,17
2;6;116;6.17;935;9;33;48;Ya;6,17
2;6;116;6.17;935;9;33;48;Ya;6,17
2;6;115;6.19;935;9;33;48;Ya;6,19
2;6;116;6.17;935;9;33;48;Ya;6,17
2;6;116;6.17;935;9;33;48;Ya;6,17
2;6;116;6.17;935;9;33;49;Ya;6,17
2;6;116;6.17;935;9;33;49;Ya;6,17
2;6;116;6.17;935;9;33;49;Ya;6,17
2;6;115;6.19;935;9;33;49;Ya;6,19
2;6;116;6.17;935;9;33;49;Ya;6,17
2;6;115;6.19;936;9;33;49;Ya;6,19
2;6;116;6.17;936;9;33;48;Ya;6,17
2;6;115;6.19;936;9;33;48;Ya;6,19
2;6;116;6.17;936;9;33;48;Ya;6,17
2;6;115;6.19;936;9;33;48;Ya;6,19
2;6;116;6.17;936;9;33;47;Ya;6,17
2;6;115;6.19;936;9;33;47;Ya;6,19
2;6;116;6.17;936;9;33;47;Ya;6,17
2;6;115;6.19;937;8;33;47;Ya;6,19
2;6;116;6.17;936;9;33;47;Ya;6,17
2;6;116;6.17;936;9;33;47;Ya;6,17
2;6;116;6.17;936;9;33;48;Ya;6,17
2;6;116;6.17;937;8;33;48;Ya;6,17
2;6;116;6.17;937;8;33;48;Ya;6,17
2;6;116;6.17;937;8;33;48;Ya;6,17
2;6;116;6.17;937;8;33;48;Ya;6,17
2;6;115;6.19;937;8;33;48;Ya;6,19
2;6;116;6.17;937;8;33;47;Ya;6,17
2;6;116;6.17;937;8;33;47;Ya;6,17
2;6;116;6.17;937;8;33;48;Ya;6,17
2;6;115;6.19;937;8;33;48;Ya;6,19
2;6;115;6.19;938;8;33;47;Ya;6,19
2;6;115;6.19;938;8;33;47;Ya;6,19
2;6;115;6.19;938;8;33;47;Ya;6,19
2;6;115;6.19;938;8;33;47;Ya;6,19
2;6;115;6.19;938;8;33;46;Ya;6,19
2;6;115;6.19;938;8;33;46;Ya;6,19
2;6;115;6.19;938;8;33;46;Ya;6,19
2;6;114;6.2;938;8;33;46;Ya;6,20
2;6;115;6.19;938;8;33;45;Ya;6,19
2;6;114;6.2;939;8;33;45;Ya;6,20
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;114;6.2;939;8;33;45;Ya;6,20
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;114;6.2;939;8;33;45;Ya;6,20
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;939;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;114;6.2;940;8;33;45;Ya;6,20
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;115;6.19;940;8;33;45;Ya;6,19
2;6;114;6.2;941;8;33;45;Ya;6,20
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;114;6.2;941;8;33;45;Ya;6,20
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;114;6.2;941;8;33;45;Ya;6,20
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;114;6.2;941;8;33;45;Ya;6,20
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;114;6.2;941;8;33;45;Ya;6,20
2;6;115;6.19;942;8;33;45;Ya;6,19
2;6;114;6.2;942;8;33;45;Ya;6,20
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;941;8;33;45;Ya;6,19
2;6;115;6.19;942;8;33;45;Ya;6,19
2;6;115;6.19;942;8;33;45;Ya;6,19
2;6;115;6.19;942;8;33;45;Ya;6,19
2;6;114;6.2;942;8;33;45;Ya;6,20
2;6;115;6.19;942;8;33;45;Ya;6,19
2;6;115;6.19;942;8;33;45;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;943;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;942;8;33;50;Ya;6,19
3;1;115;6.19;943;8;33;50;Ya;6,19
3;1;115;6.19;943;8;33;50;Ya;6,19
3;1;115;6.19;943;8;33;50;Ya;6,19
3;1;115;6.19;943;8;33;50;Ya;6,19
3;1;115;6.19;943;8;33;51;Tidak;6,19
3;1;115;6.19;943;8;33;51;Tidak;6,19
3;1;115;6.19;943;8;33;51;Tidak;6,19
3;1;115;6.19;943;8;33;51;Tidak;6,19
3;1;116;6.17;943;8;33;51;Tidak;6,17
3;1;115;6.19;943;8;33;51;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;117;6.16;943;8;33;52;Tidak;6,16
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;116;6.17;943;8;33;52;Tidak;6,17
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;944;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;52;Tidak;6,19
3;1;115;6.19;943;8;33;51;Tidak;6,19
3;1;115;6.19;944;8;33;51;Tidak;6,19
3;1;115;6.19;944;8;33;51;Tidak;6,19
3;1;115;6.19;944;8;33;51;Tidak;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;116;6.17;945;8;33;50;Ya;6,17
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
3;1;115;6.19;944;8;33;50;Ya;6,19
